iter	Passed	Remaining
1664	195366	39307
1665	195439	39181
1666	195505	39054
1667	195576	38927
1668	195735	38818
1669	195799	38690
1670	195876	38565
1671	195968	38443
1672	196055	38320
1673	196141	38197
1674	196216	38071
1675	196284	37945
1676	196360	37820
1677	196445	37696
1678	196524	37572
1679	196594	37446
1680	196678	37323
1681	196755	37198
1682	196822	37072
1683	196904	36948
1684	196977	36823
1685	197049	36698
1686	197126	36574
1687	197197	36448
1688	197276	36324
1689	197351	36200
1690	197448	36080
1691	197520	35955
1692	197658	35842
1693	197989	35764
1694	198176	35660
1695	198341	35551
1696	198497	35441
1697	198655	35332
1698	198841	35227
1699	199002	35118
1700	199164	35008
1701	199292	34893
1702	199428	34779
1703	199551	34663
1704	199690	34550
1705	199855	34441
1706	200015	34331
1707	200144	34216
1708	200276	34102
1709	200420	33989
1710	200596	33882
1711	200784	33776
1712	200964	33670
1713	201109	33557
1714	201166	33429
1715	201228	33303
1716	201299	33178
1717	201376	33054
1718	201448	32930
1719	201521	32805
1720	201600	32682
1721	201669	32557
1722	201747	32434
1723	201816	32309
1724	201886	32184
1725	201958	32060
1726	202033	31936
1727	202111	31813
1728	202186	31690
1729	202282	31570
1730	202350	31445
1731	202416	31320
1732	202487	31196
1733	202561	31073
1734	202625	30948
1735	202693	30824
1736	202767	30701
1737	202831	30576
1738	202899	30452
1739	202963	30327
1740	203031	30204
1741	203098	30080
1742	203163	29955
1743	203238	29833
1744	203309	29709
1745	203379	29586
1746	203460	29465
1747	203529	29341
1748	203609	29220
1749	203806	29115
1750	203959	29003
1751	204118	28893
1752	204244	28778
1753	204396	28666
1754	204561	28556
1755	204749	28450
1756	204881	28335
1757	205017	28221
1758	205156	28108
1759	205299	27995
1760	205482	27887
1761	205653	27778
1762	205824	27669
1763	205966	27555
1764	206106	27441
1765	206313	27337
1766	206520	27232
1767	206678	27120
1768	207004	27031
1769	207085	26909
1770	207139	26784
1771	207194	26659
1772	207253	26534
1773	207316	26411
1774	207388	26288
1775	207462	26166
1776	207551	26046
1777	207632	25924
1778	207702	25802
1779	207764	25678
1780	207830	25555
1781	207890	25432
1782	207957	25309
1783	208025	25186
1784	208100	25065
1785	208179	24944
1786	208360	24835
1787	208431	24713
1788	208496	24590
1789	208571	24469
1790	208689	24352
1791	208782	24233
1792	208867	24113
1793	208941	23992
1794	209008	23870
1795	209073	23747
1796	209148	23626
1797	209223	23505
1798	209307	23385
1799	209388	23265
1800	209473	23145
1801	209556	23025
1802	209724	22914
1803	209888	22803
1804	210093	22697
1805	210288	22589
1806	210441	22476
1807	210595	22364
1808	210785	22255
1809	210991	22148
1810	211163	22037
1811	211604	21954
1812	211762	21842
1813	211915	21728
1814	212088	21617
1815	212308	21511
1816	212468	21398
1817	212699	21293
1818	212915	21186
1819	213093	21075
1820	213164	20953
1821	213224	20830
1822	213287	20708
1823	213350	20586
1824	213413	20464
1825	213479	20342
1826	213550	20221
1827	213615	20099
1828	213686	19978
1829	213756	19857
1830	213816	19735
1831	213882	19613
1832	213956	19493
1833	214041	19373
1834	214120	19253
1835	214201	19133
1836	214301	19015
1837	214397	18896
1838	214496	18778
1839	214570	18658
1840	214638	18537
1841	214709	18417
1842	214783	18296
1843	214947	18184
1844	215022	18064
1845	215094	17943
1846	215181	17825
1847	215291	17707
1848	215386	17589
1849	215452	17469
1850	215537	17350
1851	215665	17234
1852	215812	17120
1853	216021	17011
1854	216166	16897
1855	216303	16782
1856	216455	16668
1857	216586	16552
1858	216718	16437
1859	216838	16321
1860	216972	16205
1861	217097	16089
1862	217242	15975
1863	217385	15860
1864	217531	15746
1865	217651	15629
1866	217778	15513
1867	217928	15399
1868	218082	15285
1869	218331	15178
1870	218588	15071
1871	218959	14971
1872	219021	14850
1873	219097	14731
1874	219191	14612
1875	219272	14493
1876	219350	14374
1877	219424	14254
1878	219498	14134
1879	219591	14016
1880	219764	13903
1881	219848	13784
1882	219917	13664
1883	219984	13544
1884	220062	13425
1885	220150	13307
1886	220232	13188
1887	220313	13069
1888	220402	12951
1889	220476	12831
1890	220558	12713
1891	220643	12594
1892	220726	12476
1893	220802	12357
1894	220881	12238
1895	220962	12120
1896	221039	12001
1897	221112	11882
1898	221190	11764
1899	221266	11645
1900	221336	11526
1901	221412	11408
1902	221513	11291
1903	221772	11181
1904	221902	11065
1905	222038	10950
1906	222168	10834
1907	222307	10719
1908	222429	10602
1909	222559	10487
1910	222697	10371
1911	222855	10256
1912	222992	10141
1913	223125	10025
1914	223275	9910
1915	223406	9794
1916	223541	9678
1917	223686	9563
1918	223830	9447
1919	224006	9333
1920	224219	9220
1921	224415	9107
1922	224775	9000
1923	224964	8886
1924	225026	8767
1925	225102	8648
1926	225172	8530
1927	225248	8411
1928	225311	8292
1929	225391	8174
1930	225472	8056
1931	225543	7938
1932	225627	7820
1933	225700	7702
1934	225792	7584
1935	225864	7466
1936	225933	7348
1937	226002	7230
1938	226079	7112
1939	226157	6994
1940	226230	6876
1941	226307	6758
1942	226382	6641
1943	226465	6523
1944	226544	6406
1945	226619	6288
1946	226681	6170
1947	226752	6052
1948	226833	5935
1949	226939	5818
1950	227004	5701
1951	227082	5583
1952	227177	5467
1953	227261	5350
1954	227332	5232
1955	227402	5115
1956	227526	4999
1957	227681	4883
1958	227821	4768
1959	227960	4652
1960	228108	4536
1961	228259	4420
1962	228390	4304
1963	228520	4188
1964	228654	4072
1965	228792	3956
1966	228947	3841
1967	229074	3724
1968	229231	3609
1969	229369	3492
1970	229502	3376
1971	229631	3260
1972	229762	3144
1973	229926	3028
1974	230129	2913
1975	230321	2797
1976	230485	2681
1977	230662	2565
1978	230870	2449
1979	230948	2332
1980	231023	2215
1981	231089	2098
1982	231155	1981
1983	231224	1864
1984	231294	1747
1985	231371	1631
1986	231449	1514
1987	231524	1397
1988	231589	1280
1989	231664	1164
1990	231733	1047
1991	231820	931
1992	231895	814
1993	231969	698
1994	232043	581
1995	232124	465
1996	232194	348
1997	232258	232
1998	232332	116
1999	232416	0
