iter	Logloss
265	0.3106931982
266	0.3105865441
267	0.3104679313
268	0.3103817201
269	0.3102983957
270	0.3101963068
271	0.3101167085
272	0.3099592322
273	0.3098954361
274	0.309784544
275	0.3096843936
276	0.3095641276
277	0.3094864427
278	0.3093642129
279	0.3092704824
280	0.3091047484
281	0.3089891652
282	0.3088588791
283	0.3087496066
284	0.3086737259
285	0.3085596029
286	0.308439362
287	0.3083223605
288	0.3082244928
289	0.3081392886
290	0.3080308301
291	0.3079250823
292	0.3077575692
293	0.3076513682
294	0.3075298853
295	0.3073924912
296	0.3073073877
297	0.3072088151
298	0.307111904
299	0.3070184925
300	0.3069054016
301	0.306799595
302	0.3067400033
303	0.306628423
304	0.3065258138
305	0.3063610365
306	0.3062587713
307	0.3061860545
308	0.3060780072
309	0.3059852083
310	0.3059007678
311	0.305813239
312	0.3056990069
313	0.3056201806
314	0.3055153056
315	0.3054339114
316	0.3052905421
317	0.3051607679
318	0.3050447315
319	0.3049610379
320	0.3048984754
321	0.304829879
322	0.3047349737
323	0.3046432741
324	0.3045429726
325	0.3044537571
326	0.3043491925
327	0.3042378976
328	0.3041202079
329	0.3040189498
330	0.3039128998
331	0.3038386053
332	0.3037232738
333	0.3036210086
334	0.303508715
335	0.3034311476
336	0.3033462623
337	0.3032803346
338	0.3032258956
339	0.3031382158
340	0.3030442839
341	0.3029270558
342	0.3028866398
343	0.3027760498
344	0.3027058589
345	0.3026182211
346	0.3025228206
347	0.3024339323
348	0.3023707152
349	0.3022995341
350	0.3022133481
351	0.3020746616
352	0.3019845816
353	0.3018656751
354	0.3017833075
355	0.3016936723
356	0.3015946465
357	0.3015107934
358	0.3013995656
359	0.3012910736
360	0.3011985767
361	0.3011230821
362	0.3010738965
363	0.3009813913
364	0.3009227562
365	0.3008321224
366	0.30070046
367	0.3006011237
368	0.3005315539
369	0.300446056
370	0.3003471896
371	0.3002997999
372	0.3002117004
373	0.3001270837
374	0.3000452867
375	0.2999573132
376	0.299855434
377	0.299776356
378	0.2997231506
379	0.2996220604
380	0.2995355806
381	0.2994671521
382	0.2994015517
383	0.2993062267
384	0.2991838459
385	0.2990930862
386	0.299034619
387	0.2989537367
388	0.2988647478
389	0.2987771015
390	0.2986635575
391	0.29857049
392	0.2985078604
393	0.2984027839
394	0.2983397011
395	0.2982533892
396	0.2981388045
397	0.2980317559
398	0.297959937
399	0.2978629505
400	0.2977868097
401	0.297684855
402	0.2976096793
403	0.2975123151
404	0.2974146992
405	0.2973140537
406	0.2972446936
407	0.2971695515
408	0.2970901294
409	0.2970201148
410	0.29692291
411	0.2968615812
412	0.2967928421
413	0.2967138061
414	0.2966270158
415	0.2965571774
416	0.2964515135
417	0.2963829843
418	0.2962884818
419	0.2961766749
420	0.2961023132
421	0.2959946856
422	0.2959289089
423	0.2958055127
424	0.2957220708
425	0.2956657436
426	0.2955656436
427	0.2954795834
428	0.2954054651
429	0.2953339231
430	0.295235703
431	0.2951761868
432	0.2950865852
433	0.2950083715
434	0.2949368212
435	0.2948644484
436	0.2947829535
437	0.2947085918
438	0.2946169426
439	0.2945320405
440	0.2944668849
441	0.2943567145
442	0.2942735831
443	0.2942066819
444	0.2941666772
445	0.2940627252
446	0.2939818597
447	0.2939357372
448	0.2938511205
449	0.2937715977
450	0.2937097569
451	0.2936343127
452	0.2935638197
453	0.2934919253
454	0.2933932016
455	0.2933181433
456	0.2932531891
457	0.2931910546
458	0.2930937659
459	0.2930269822
460	0.2929464608
461	0.292877512
462	0.292771739
463	0.2926785204
464	0.2926232506
465	0.292538659
466	0.2924627364
467	0.2923768777
468	0.2923374687
469	0.2922503848
470	0.2921505113
471	0.2920165999
472	0.2918801373
473	0.2918040552
474	0.2917240793
475	0.2916671058
476	0.2915986689
477	0.2915112157
478	0.2914369967
479	0.2913538569
480	0.2912879712
481	0.2911975136
482	0.2911422774
483	0.2910742013
484	0.2909954254
485	0.2909232876
486	0.290823003
487	0.2907523086
488	0.2906502952
489	0.2905944128
490	0.2905349301
491	0.2904604761
492	0.2903834374
493	0.290338473
494	0.2902798631
495	0.2901743335
496	0.2900893559
497	0.2900102863
498	0.2899269032
499	0.2898532044
500	0.2897679751
501	0.2896901223
502	0.2895968618
503	0.2895249842
504	0.2894573949
505	0.2894057923
506	0.2893341077
507	0.2892419298
508	0.2891937008
509	0.2891145473
510	0.2890428039
511	0.2889495938
512	0.2888786225
513	0.2888127955
514	0.2887473881
515	0.2886806379
516	0.2886318719
517	0.2885698213
518	0.288490223
519	0.2883897202
520	0.2883100799
521	0.2882303474
522	0.2881681373
523	0.2881016474
524	0.2880204881
525	0.2879677695
526	0.2879080938
527	0.2878507931
528	0.2877265996
529	0.2876263821
530	0.2875891467
531	0.2875216497
532	0.2874598509
533	0.2873868571
534	0.2873277102
535	0.2872564955
536	0.2871536849
537	0.2870720893
538	0.286977914
539	0.28691609
540	0.2868269416
541	0.2867431725
542	0.2866238967
543	0.2865581368
544	0.28649925
545	0.2864320467
546	0.2863625189
547	0.286320542
548	0.2862162879
549	0.2861342895
550	0.2860727005
551	0.2859727683
552	0.2859167516
553	0.2858673226
554	0.2857727529
555	0.2856869026
556	0.2856187678
557	0.2855256919
558	0.2854423339
559	0.285389523
560	0.2852898006
561	0.2852153382
562	0.2851453152
563	0.2850845234
564	0.2850192419
565	0.2849432941
566	0.284880975
567	0.2848116401
568	0.2847414409
569	0.2846754376
570	0.2845966618
571	0.2845314809
572	0.2844790057
573	0.2844008592
574	0.2843281255
575	0.2842517917
576	0.2841855871
577	0.2841299732
578	0.2840446347
579	0.2839922769
580	0.2839269786
581	0.2838578703
582	0.2837924126
583	0.2837267115
584	0.2836581571
585	0.2836061769
586	0.2835244806
587	0.2834777035
588	0.2834227525
589	0.2833587634
590	0.2832928273
591	0.2832040985
592	0.2831401932
593	0.2830568395
594	0.2829833296
595	0.2829239309
596	0.282857399
597	0.2827850933
598	0.2827006612
599	0.2825995542
600	0.2825244456
601	0.2824511581
602	0.2823548219
603	0.2822639615
604	0.2821995864
605	0.2821536778
606	0.2820921433
607	0.2820307431
608	0.281965491
609	0.2818942218
610	0.2818150389
611	0.2817648714
612	0.2817044782
613	0.2816406695
614	0.2815805029
615	0.2815287325
616	0.2814791819
617	0.2814124863
618	0.2813655749
619	0.2813201992
620	0.2812709297
621	0.2812116317
622	0.2811505462
623	0.2811015074
624	0.2810160851
625	0.2809407625
626	0.280908084
627	0.2808111519
628	0.2807524833
629	0.2806696541
630	0.2806235022
631	0.2805296794
632	0.2804576969
633	0.2804011095
634	0.2803264918
635	0.2802665644
636	0.2802171732
637	0.2801583158
638	0.2801117359
639	0.2800270856
640	0.2799441724
641	0.2798927419
642	0.2798062034
643	0.2797388491
644	0.2796656749
645	0.2795732871
646	0.2795349272
647	0.279470145
648	0.2793893467
649	0.2793171795
650	0.2792672931
651	0.2792154346
652	0.2791424115
653	0.279091451
654	0.2790382581
655	0.2789644126
656	0.2788800266
657	0.2788069951
658	0.2787399261
659	0.2786633237
660	0.2785605844
661	0.2784847457
662	0.2784026466
663	0.2783293465
664	0.2782606327
665	0.2782063195
666	0.2781390743
667	0.2780505175
668	0.2779900404
669	0.277899222
670	0.2778370539
671	0.2777888921
672	0.2777172536
673	0.2776627684
674	0.2776053083
675	0.2775669567
676	0.2775091777
677	0.2774443409
678	0.2773899858
679	0.2773228329
680	0.2772388833
681	0.277167677
682	0.2770937308
683	0.2770016577
684	0.2769420702
685	0.2768754418
686	0.2768175746
687	0.2767421765
688	0.2766817707
689	0.2765973051
690	0.2765549338
691	0.2765047075
692	0.2764553037
693	0.2764092357
694	0.2763787265
695	0.2763280177
696	0.2762861793
697	0.2762147507
698	0.2761415932
699	0.2760768488
700	0.2760082566
701	0.2759412841
702	0.2758699394
703	0.2758084594
704	0.2757309424
705	0.2756562828
706	0.2755868892
707	0.2754978708
708	0.2754346705
709	0.2753679372
710	0.275296991
711	0.2752599445
712	0.2751924852
713	0.275105397
714	0.2750472697
715	0.2749600389
716	0.274909649
717	0.2748373895
718	0.2747554918
719	0.2747126296
720	0.2746881794
721	0.2746251218
722	0.2745541379
723	0.274494521
724	0.2744152374
725	0.2743704827
726	0.2743066069
727	0.2742292451
728	0.2741813518
729	0.2741165948
730	0.2740486866
731	0.2739667091
732	0.2739221853
733	0.2738426751
734	0.2737895494
735	0.2737126156
736	0.2736308311
737	0.2735777474
738	0.2735173585
739	0.2734649797
740	0.2733899592
741	0.27334348
742	0.2732607179
743	0.2731961917
744	0.2731277799
745	0.2730559191
746	0.2730095658
747	0.272922465
748	0.2728491817
749	0.2727916418
750	0.2727213838
751	0.2726693071
752	0.2726275401
753	0.2725485837
754	0.2724638453
755	0.2724193508
756	0.2723545729
757	0.2722929503
758	0.2722277946
759	0.2721437527
760	0.272072601
761	0.2719957343
762	0.2719274191
763	0.2718644621
764	0.2718090706
765	0.2717701316
766	0.271705148
767	0.2716511496
768	0.271604511
769	0.2715472858
770	0.2715109064
771	0.2714647587
772	0.2713904054
773	0.2713450255
774	0.2712912159
775	0.2712441241
776	0.2711871465
777	0.2711329046
778	0.2710615515
779	0.2710036214
780	0.2709300989
781	0.2708604745
782	0.27077689
783	0.2707189683
784	0.2706457437
785	0.2706113532
786	0.2705492271
787	0.2704741815
788	0.2703937775
789	0.2703444241
790	0.2702642761
791	0.2701839393
792	0.2701046389
793	0.270065251
794	0.2699808189
795	0.2699153359
796	0.2698601206
797	0.2697877017
798	0.2697462871
799	0.2696782194
800	0.2696243469
801	0.2695792733
802	0.2695324123
803	0.269465679
804	0.2694165689
805	0.2693663049
806	0.2692899165
807	0.2692396945
808	0.2692079768
809	0.2691512594
810	0.2690891626
811	0.2690338508
812	0.2689743388
813	0.2689352404
814	0.2688713603
815	0.268818264
816	0.2687564988
817	0.2687015856
818	0.2686342648
819	0.2685645817
820	0.2685048389
821	0.2684439506
822	0.2683787446
823	0.2683278596
824	0.2682561456
825	0.2681978966
826	0.2681396602
827	0.2680924509
828	0.2680312856
829	0.2679783152
830	0.2679001478
831	0.2678026493
832	0.2677733989
833	0.2677104252
834	0.2676565232
835	0.2676059907
836	0.267547171
837	0.2674944817
838	0.2674426778
839	0.2673749584
840	0.2673012093
841	0.2672553973
842	0.2671922264
843	0.2671225433
844	0.2670588268
845	0.2670389
846	0.2669861478
847	0.2669339704
848	0.2668822126
849	0.266836623
850	0.2667767627
851	0.2667281435
852	0.2666655936
853	0.2665829322
854	0.2665301296
855	0.2664735213
856	0.2664333109
857	0.2663865883
858	0.2663356614
859	0.2662944985
860	0.2662601752
861	0.2661884695
862	0.2661243293
863	0.2660798181
864	0.2660154723
865	0.2659579408
866	0.2658980553
867	0.2658310744
868	0.2657743947
869	0.2657089496
870	0.2656465213
871	0.2656068607
872	0.2655361159
873	0.2654771452
874	0.2654214851
875	0.2653443961
876	0.265310551
877	0.2652581848
878	0.2651849896
879	0.2651242356
880	0.2650650803
881	0.2650090468
882	0.2649416798
883	0.2648741744
884	0.2648222194
885	0.2647787572
886	0.2647154771
887	0.2646606269
888	0.264600582
889	0.2645562134
890	0.2645123399
891	0.2644489047
892	0.264386724
893	0.2643548721
894	0.2643268637
895	0.264282235
896	0.2642336661
897	0.2641886765
898	0.2641498425
899	0.2640825175
900	0.2640176891
901	0.2639726576
902	0.263918336
903	0.2639024709
904	0.2638516404
905	0.2637933369
906	0.2637320584
907	0.2636883779
908	0.2636212963
909	0.2635784089
910	0.2635132029
911	0.263459901
912	0.2634053403
913	0.2633457318
914	0.2632989798
915	0.2632195284
916	0.2631523419
917	0.2631102685
918	0.2630513859
919	0.2629868051
920	0.2629076977
921	0.2628520964
922	0.262811714
923	0.2627492732
924	0.2627226537
925	0.2626795565
926	0.2626148582
927	0.2625734142
928	0.2625205445
929	0.2624716148
930	0.2624161562
931	0.2623351102
932	0.2622867219
933	0.2622536657
934	0.2621947747
935	0.2621337354
936	0.2620738751
937	0.2620354564
938	0.2619757934
939	0.2619110657
940	0.261851646
941	0.2618090146
942	0.2617506061
943	0.2617022219
944	0.2616341501
945	0.2615785319
946	0.2615388587
947	0.261488494
948	0.2614336773
949	0.2613844455
950	0.2613255587
951	0.2612708721
952	0.2612150023
953	0.2611697986
954	0.2611150995
955	0.2610643991
956	0.2610038213
957	0.2609308317
958	0.2608910409
959	0.2608300142
960	0.2607886877
961	0.2607407986
962	0.2607060221
963	0.2606385461
964	0.2605916682
965	0.2605427805
966	0.260482123
967	0.2604301429
968	0.2603869869
969	0.260353679
970	0.2602846672
971	0.2602212067
972	0.2601627018
973	0.2601040751
974	0.2600500599
975	0.2600079362
976	0.2599565938
977	0.2599119147
978	0.2598509131
979	0.2598178359
980	0.2597463317
981	0.2596716008
982	0.2596025303
983	0.2595451205
984	0.2595128742
985	0.2594449576
986	0.2593897297
987	0.2593450967
988	0.2592974384
989	0.2592383251
990	0.2591840119
991	0.2591242356
992	0.2590522866
993	0.2589998113
994	0.2589183835
995	0.2588684216
996	0.2588082634
997	0.2587710868
998	0.2587183681
999	0.2586470486
1000	0.2586134973
1001	0.2585636319
1002	0.2584850112
1003	0.2584329304
1004	0.2583576414
1005	0.2583005673
1006	0.2582356927
1007	0.2581780018
1008	0.2581356683
1009	0.2580996875
1010	0.2580340367
1011	0.2579864498
1012	0.2579281546
1013	0.2578799383
1014	0.2578277483
1015	0.2577667383
1016	0.2577308918
1017	0.2577024638
1018	0.2576714889
1019	0.2575890709
1020	0.2575302848
1021	0.2574712008
1022	0.2574294631
1023	0.2573925382
1024	0.2573661998
1025	0.2573192507
1026	0.2572743324
1027	0.2572264559
1028	0.2571749331
1029	0.257118652
1030	0.2570743212
1031	0.2570147966
1032	0.2569566315
1033	0.2569202815
1034	0.2568659138
1035	0.2568248181
1036	0.2567839657
1037	0.2567287085
1038	0.2566812432
1039	0.2566184709
1040	0.2565350165
1041	0.256503303
1042	0.2564277413
1043	0.2563869519
1044	0.2563281154
1045	0.2562695307
1046	0.2562108412
1047	0.2561581561
1048	0.2561052444
1049	0.2560496766
1050	0.2560033653
1051	0.255951041
1052	0.2559022708
1053	0.2558328185
1054	0.2557597408
1055	0.2557145329
1056	0.2556631066
1057	0.2555896891
1058	0.2555538719
1059	0.2555149204
1060	0.2554637249
1061	0.2554083249
1062	0.2553516452
1063	0.25531908
1064	0.2552505466
1065	0.2552096103
1066	0.2551623507
1067	0.255095076
1068	0.255045924
1069	0.2550163715
1070	0.2549691034
1071	0.2549121048
1072	0.2548806725
1073	0.254848808
1074	0.2548160582
1075	0.2547776101
1076	0.2547180226
1077	0.2546712161
1078	0.2546110034
1079	0.2545566273
1080	0.2545135259
1081	0.2544556126
1082	0.2544150959
1083	0.2543926514
1084	0.2543200982
1085	0.2542584547
1086	0.2541839
1087	0.2541377942
1088	0.2540713126
1089	0.2540112048
1090	0.2539395915
1091	0.2538965362
1092	0.2538595484
1093	0.2538322366
1094	0.2537736561
1095	0.2537168757
1096	0.2536777899
1097	0.2536371389
1098	0.2535952585
1099	0.2535219962
1100	0.253487698
1101	0.2534493423
1102	0.2533805445
1103	0.253321557
1104	0.2532708525
1105	0.2532084956
1106	0.2531455428
1107	0.2530843105
1108	0.2530395432
1109	0.2529677789
1110	0.2529429805
1111	0.252898209
1112	0.2528362382
1113	0.2528001441
1114	0.2527752492
1115	0.2527224885
1116	0.2526677432
1117	0.2526228753
1118	0.2525672656
1119	0.2525059241
1120	0.2524581987
1121	0.2524032268
1122	0.2523608009
1123	0.2523284329
1124	0.2522803592
1125	0.252219773
1126	0.2521548691
1127	0.2521069759
1128	0.2520330967
1129	0.2519923409
1130	0.251933538
1131	0.2518656886
1132	0.2517951494
1133	0.2517366151
1134	0.2516638143
1135	0.251617868
1136	0.2515746785
1137	0.2515208437
1138	0.2514693251
1139	0.2514164344
1140	0.2513610303
1141	0.2513099355
1142	0.2512788808
1143	0.2512040156
1144	0.2511515025
1145	0.2510976384
1146	0.2510280727
1147	0.2509852021
1148	0.250939281
1149	0.2508852615
1150	0.2508289091
1151	0.2507960544
1152	0.2507581644
1153	0.2507325603
1154	0.2506599652
1155	0.2506124873
1156	0.2505667173
1157	0.2505083508
1158	0.2504348073
1159	0.2503946053
1160	0.2503706671
1161	0.2503462589
1162	0.2503006609
1163	0.2502455547
1164	0.250179136
1165	0.2501398782
1166	0.2501063814
1167	0.2500550558
1168	0.2500086564
1169	0.2499617366
1170	0.2499159959
1171	0.2498562531
1172	0.2498108481
1173	0.2497731805
1174	0.2497237725
1175	0.2496629345
1176	0.2495950221
1177	0.249545912
1178	0.2494841761
1179	0.2494257383
1180	0.2493730952
1181	0.2493358892
1182	0.2492755128
1183	0.2492176162
1184	0.2491816984
1185	0.2491324834
1186	0.2491008581
1187	0.2490610673
1188	0.2490100522
1189	0.2489688936
1190	0.2489169344
1191	0.2488565118
1192	0.2487933199
1193	0.24872957
1194	0.2486787857
1195	0.248624011
1196	0.2485773639
1197	0.2485127244
1198	0.2484707727
1199	0.2484209828
1200	0.2483666613
1201	0.2483122768
1202	0.2482703461
1203	0.2482152609
1204	0.248156651
1205	0.2480985656
1206	0.248047945
1207	0.2479924444
1208	0.2479452225
1209	0.2479082556
1210	0.2478663039
1211	0.2478318757
1212	0.2477815361
1213	0.2477289937
1214	0.2476780038
1215	0.2476458624
1216	0.2476058324
1217	0.2475421034
1218	0.2474891078
1219	0.2474333177
1220	0.2473756477
1221	0.2473149231
1222	0.2472687712
1223	0.2472131153
1224	0.2471650374
1225	0.2471175931
1226	0.2470648241
1227	0.2470089333
1228	0.2469642584
1229	0.2469041841
1230	0.2468554265
1231	0.2468077136
1232	0.2467775779
1233	0.2467372794
1234	0.2466945514
1235	0.2466590322
1236	0.2466077108
1237	0.2465391103
1238	0.2464901974
1239	0.2464421195
1240	0.2464227675
1241	0.2463704097
1242	0.2463147035
1243	0.2462788486
1244	0.246240111
1245	0.2461952263
1246	0.2461404726
1247	0.2461001489
1248	0.2460682005
1249	0.2460047023
1250	0.2459632247
1251	0.2459286076
1252	0.2458894379
1253	0.245859705
1254	0.2457945074
1255	0.2457421873
1256	0.2457056569
1257	0.2456506514
1258	0.2456152832
1259	0.2455834817
1260	0.2455342079
1261	0.245475233
1262	0.2454197492
1263	0.2453795892
1264	0.2453230899
1265	0.2452584084
1266	0.2452222975
1267	0.2451835138
1268	0.2451520312
1269	0.2451174267
1270	0.2450681026
1271	0.2450332505
1272	0.2449961368
1273	0.2449443665
1274	0.2449068122
1275	0.2448757281
1276	0.2448455378
1277	0.2447984796
1278	0.2447598805
1279	0.2447247263
1280	0.2446551607
1281	0.2445988922
1282	0.2445420195
1283	0.2444839005
1284	0.2444422384
1285	0.2443811445
1286	0.2443267348
1287	0.2442842376
1288	0.2442248053
1289	0.2441940738
1290	0.2441398236
1291	0.2440773744
1292	0.2440365178
1293	0.2439936472
1294	0.2439570706
1295	0.2439054261
1296	0.2438609735
1297	0.2438096438
1298	0.2437703313
1299	0.2437342121
1300	0.2436857272
1301	0.2436296685
1302	0.2435861979
1303	0.2435282803
1304	0.2434996174
1305	0.2434681641
1306	0.2434281384
1307	0.2433629785
1308	0.2433320456
1309	0.2433012468
1310	0.2432593749
1311	0.2432179099
1312	0.2431638107
1313	0.2431092542
1314	0.2430703404
1315	0.243032698
1316	0.2429834201
1317	0.2429588692
1318	0.2429022441
1319	0.2428529242
1320	0.242814795
1321	0.2427510409
1322	0.2426904127
1323	0.2426387808
1324	0.2426232178
1325	0.2425604707
1326	0.2424969347
1327	0.2424632198
1328	0.2423952235
1329	0.2423386361
1330	0.2422963067
1331	0.2422391067
1332	0.2421931478
1333	0.2421502059
1334	0.2421156433
1335	0.2420723615
1336	0.2420151783
1337	0.2419646709
1338	0.2419280188
1339	0.241887821
1340	0.2418398984
1341	0.2417970487
1342	0.2417527137
1343	0.2417010272
1344	0.2416313693
1345	0.2415640359
1346	0.2415098906
1347	0.2414663864
1348	0.2414321679
1349	0.2414013021
1350	0.2413520031
1351	0.2412934269
1352	0.2412488652
1353	0.2411911617
1354	0.2411624106
1355	0.2410992859
1356	0.2410612994
1357	0.2410134901
1358	0.2409724447
1359	0.2409381423
1360	0.2408888392
1361	0.2408572139
1362	0.2408104032
1363	0.2407593042
1364	0.2407012734
1365	0.2406417194
1366	0.2405968976
1367	0.2405550215
1368	0.2405260145
1369	0.2404624281
1370	0.2404236318
1371	0.2403892455
1372	0.2403540452
1373	0.2402945626
1374	0.2402689879
1375	0.2402176875
1376	0.2401795373
1377	0.2401254298
1378	0.2400713307
1379	0.2400438846
1380	0.2399994488
1381	0.2399609043
1382	0.2398966424
1383	0.2398694816
1384	0.239811413
1385	0.2397733636
1386	0.2397185386
1387	0.2396879371
1388	0.239654134
1389	0.2396081164
1390	0.2395692991
1391	0.2395198365
1392	0.2394718006
1393	0.2394216919
1394	0.2393697662
1395	0.2393168126
1396	0.2392757337
1397	0.2392424173
1398	0.2391782771
1399	0.2391312818
1400	0.2390912897
1401	0.2390361499
1402	0.2390002866
1403	0.238942646
1404	0.2388912743
1405	0.2388483953
1406	0.2388123767
1407	0.2387669675
1408	0.2387184868
1409	0.238672851
1410	0.2386270515
1411	0.2385764854
1412	0.2385217149
1413	0.2384929009
1414	0.2384484148
1415	0.2384077009
1416	0.2383426334
1417	0.238280994
1418	0.2382433432
1419	0.2381917533
1420	0.2381615043
1421	0.2381209373
1422	0.2380761155
1423	0.2380414439
1424	0.2380041581
1425	0.2379382262
1426	0.2378941765
1427	0.23782652
1428	0.2377926121
1429	0.2377359911
1430	0.2376822696
1431	0.2376466749
1432	0.2375945604
1433	0.2375609672
1434	0.2375258718
1435	0.2374905162
1436	0.2374326532
1437	0.2373922247
1438	0.2373367114
1439	0.2372828473
1440	0.237229537
1441	0.2371797681
1442	0.2371282537
1443	0.2370828571
1444	0.2370196316
1445	0.2369550256
1446	0.2369180042
1447	0.2368595958
1448	0.2367932485
1449	0.2367383185
1450	0.2366783743
1451	0.2366237926
1452	0.2365913743
1453	0.2365669157
1454	0.2365116543
1455	0.2364674241
1456	0.2363997341
1457	0.2363382626
1458	0.236275805
1459	0.2362266445
1460	0.2361856327
1461	0.2361604525
1462	0.2361190714
1463	0.2360669276
1464	0.2360176455
1465	0.2359881727
1466	0.2359389703
1467	0.235864017
1468	0.2358182049
1469	0.2357930373
1470	0.2357576397
1471	0.23571132
1472	0.2356807395
1473	0.2356323721
1474	0.2356067806
1475	0.2355524297
1476	0.2355008691
1477	0.235450475
1478	0.2354116242
1479	0.2353649771
1480	0.235317986
1481	0.2352777253
1482	0.2352326937
1483	0.2351723929
1484	0.2351387367
1485	0.2350786834
1486	0.235039606
1487	0.2349882888
1488	0.2349395144
1489	0.2349141495
1490	0.2348717782
1491	0.2348211491
1492	0.2347847278
1493	0.2347544703
1494	0.2347067449
1495	0.2346824248
1496	0.2346331679
1497	0.2345884384
1498	0.2345424711
1499	0.2345069729
1500	0.2344858376
1501	0.2344586139
1502	0.2344335931
1503	0.2343857544
1504	0.2343542214
1505	0.2343118249
1506	0.2342717949
1507	0.2342316685
1508	0.2341704571
1509	0.2341407158
1510	0.2340857397
