iter	Logloss
1511	0.2340290768
1512	0.2339838815
1513	0.2339361561
1514	0.2339001795
1515	0.2338520429
1516	0.2338194861
1517	0.233770204
1518	0.233740899
1519	0.2336967444
1520	0.2336534794
1521	0.233621447
1522	0.2335766001
1523	0.2335298146
1524	0.2334871034
1525	0.2334377457
1526	0.2333944051
1527	0.2333672486
1528	0.2333264885
1529	0.2332766106
1530	0.2332387206
1531	0.2331794729
1532	0.233127648
1533	0.2330898965
1534	0.2330613385
1535	0.2330237968
1536	0.2329989354
1537	0.2329776994
1538	0.2329511135
1539	0.2329318622
1540	0.2329029559
1541	0.23285886
1542	0.2328228037
1543	0.2327967801
1544	0.2327481987
1545	0.2327164139
1546	0.2326632295
1547	0.232621647
1548	0.232585318
1549	0.2325452335
1550	0.2325063113
1551	0.2324674521
1552	0.2324281522
1553	0.2323980626
1554	0.2323562242
1555	0.2322937834
1556	0.2322693752
1557	0.2322305999
1558	0.2321829626
1559	0.2321504981
1560	0.2321151467
1561	0.2320539395
1562	0.2320268165
1563	0.2319968024
1564	0.2319717816
1565	0.2319155509
1566	0.2318606209
1567	0.2318047805
1568	0.2317589936
1569	0.2316963556
1570	0.231678682
1571	0.2316374142
1572	0.2315977577
1573	0.2315566452
1574	0.231517958
1575	0.2314927106
1576	0.231451938
1577	0.2313961311
1578	0.2313576537
1579	0.2312909371
1580	0.2312486497
1581	0.2312011173
1582	0.2311667814
1583	0.2311116039
1584	0.2310864194
1585	0.2310398647
1586	0.231005835
1587	0.2309669212
1588	0.2309182979
1589	0.2308758888
1590	0.2308460762
1591	0.230824429
1592	0.230759416
1593	0.2307242954
1594	0.2306774008
1595	0.2306340182
1596	0.2305968038
1597	0.2305585404
1598	0.2305138319
1599	0.2304645204
1600	0.2304341707
1601	0.2304041482
1602	0.2303716711
1603	0.23032027
1604	0.2302723096
1605	0.2302329049
1606	0.2301900846
1607	0.2301553249
1608	0.2301141117
1609	0.2300766371
1610	0.2300385877
1611	0.2299895909
1612	0.229959346
1613	0.2299247164
1614	0.2298767518
1615	0.2298368939
1616	0.2298038335
1617	0.2297578956
1618	0.2297275039
1619	0.2296736397
1620	0.229656776
1621	0.2296137207
1622	0.2295658317
1623	0.2295130123
1624	0.2294811016
1625	0.229433221
1626	0.2294018768
1627	0.2293742796
1628	0.2293314803
1629	0.2292807002
1630	0.2292219309
1631	0.2291840535
1632	0.229153301
1633	0.2291102499
1634	0.2290880446
1635	0.2290641484
1636	0.2290175055
1637	0.2289755328
1638	0.2289416878
1639	0.2288790204
1640	0.2288345511
1641	0.2287802673
1642	0.2287571221
1643	0.2287049573
1644	0.2286393779
1645	0.2285987228
1646	0.2285678401
1647	0.2285342133
1648	0.2284963611
1649	0.2284652897
1650	0.2284297159
1651	0.2283731411
1652	0.2283419731
1653	0.2282993375
1654	0.2282633399
1655	0.2282140074
1656	0.2281768895
1657	0.2281181118
1658	0.2280893104
1659	0.2280396003
1660	0.227984771
1661	0.2279282256
1662	0.2278851242
1663	0.2278438816
1664	0.2278063777
1665	0.2277546577
1666	0.2277153746
1667	0.2276722942
1668	0.2276221729
1669	0.2275800281
1670	0.227559988
1671	0.2275262227
1672	0.2275069169
1673	0.2274492805
1674	0.2274051427
1675	0.2273369239
1676	0.2273050888
1677	0.2272714242
1678	0.2272249996
1679	0.2272017789
1680	0.2271487916
1681	0.227091407
1682	0.2270662897
1683	0.2270157488
1684	0.226992398
1685	0.2269489525
1686	0.2268975304
1687	0.2268498511
1688	0.2268137696
1689	0.2267533387
1690	0.2266913133
1691	0.2266558444
1692	0.2266101625
1693	0.2265683241
1694	0.226529448
1695	0.2264823646
1696	0.2264334475
1697	0.2264030642
1698	0.2263430865
1699	0.2262969387
1700	0.2262507994
1701	0.2261966122
1702	0.226150477
1703	0.2261218896
1704	0.2260576907
1705	0.2260206819
1706	0.2259708165
1707	0.2259249205
1708	0.2258904209
1709	0.2258513477
1710	0.2257969842
1711	0.2257601264
1712	0.2257193161
1713	0.2256797687
1714	0.2256277046
1715	0.2255979381
1716	0.2255577823
1717	0.2255125073
1718	0.2254645721
1719	0.2254277899
1720	0.2253663561
1721	0.2253380918
1722	0.2252814541
1723	0.2252555899
1724	0.2252178216
1725	0.2251728529
1726	0.2251341951
1727	0.225108398
1728	0.2250537534
1729	0.2250048531
1730	0.2249405786
1731	0.2249174292
1732	0.2248833325
1733	0.2248459712
1734	0.2248175642
1735	0.224765005
1736	0.224709454
1737	0.2246821967
1738	0.2246441557
1739	0.2246098491
1740	0.2245798645
1741	0.2245454278
1742	0.2245163411
1743	0.2244834486
1744	0.2244410731
1745	0.2243956638
1746	0.2243668163
1747	0.2243154026
1748	0.2242723851
1749	0.2242145347
1750	0.2241765608
1751	0.224131609
1752	0.224094726
1753	0.2240422717
1754	0.2239902496
1755	0.2239667309
1756	0.2239435522
1757	0.2239070343
1758	0.2238725683
1759	0.2238280444
1760	0.2238020669
1761	0.2237544045
1762	0.2237064525
1763	0.223657527
1764	0.2236181223
1765	0.2235782812
1766	0.2235457873
1767	0.2234876054
1768	0.2234588837
1769	0.2234283871
1770	0.2233942484
1771	0.2233592704
1772	0.2233096568
1773	0.2232634042
1774	0.2232153389
1775	0.2231864158
1776	0.2231406122
1777	0.2230927315
1778	0.2230475573
1779	0.2230258094
1780	0.2229936511
1781	0.2229768
1782	0.2229421283
1783	0.2228990395
1784	0.2228500595
1785	0.2228013606
1786	0.2227689632
1787	0.2227318915
1788	0.2227098834
1789	0.222668217
1790	0.2226282836
1791	0.222576916
1792	0.2225200182
1793	0.2224721669
1794	0.2224397401
1795	0.2224047202
1796	0.2223786252
1797	0.2223452669
1798	0.2223033782
1799	0.2222801449
1800	0.2222146829
1801	0.2221842409
1802	0.2221270367
1803	0.2220817869
1804	0.2220439557
1805	0.2220087218
1806	0.2219726613
1807	0.2219258716
1808	0.2218824135
1809	0.2218553786
1810	0.2218148452
1811	0.221784571
1812	0.2217479692
1813	0.2217019222
1814	0.2216791043
1815	0.2216376812
1816	0.2215993759
1817	0.2215639406
1818	0.2215289962
1819	0.2214871914
1820	0.2214611299
1821	0.2214277423
1822	0.2213973968
1823	0.2213634259
1824	0.2213290186
1825	0.2212849185
1826	0.2212336097
1827	0.2211894048
1828	0.2211407478
1829	0.2210966142
1830	0.2210668645
1831	0.2210256471
1832	0.220987069
1833	0.2209504714
1834	0.2209135381
1835	0.2208754006
1836	0.2208303396
1837	0.2207980303
1838	0.2207521344
1839	0.2207150291
1840	0.2206756118
1841	0.2206389386
1842	0.2205963701
1843	0.2205592648
1844	0.2205149927
1845	0.2204691765
1846	0.2204462117
1847	0.2204035677
1848	0.2203724417
1849	0.2203367252
1850	0.2203010634
1851	0.2202466327
1852	0.2202182425
1853	0.2201879893
1854	0.2201427521
1855	0.2200940784
1856	0.2200484258
1857	0.2200163683
1858	0.2199785706
1859	0.2199529666
1860	0.219927673
1861	0.2198991444
1862	0.2198390785
1863	0.2197951966
1864	0.2197600928
1865	0.219738882
1866	0.2197047726
1867	0.2196564807
1868	0.2196165096
1869	0.2195827401
1870	0.2195406919
1871	0.2194984842
1872	0.2194594949
1873	0.2194316921
1874	0.2194005955
1875	0.2193510238
1876	0.2193121268
1877	0.2192750131
1878	0.2192464089
1879	0.2191911181
1880	0.2191427549
1881	0.2191144067
1882	0.2190727948
1883	0.2190428773
1884	0.2189914552
1885	0.2189478419
1886	0.2188936798
1887	0.2188547953
1888	0.2188009102
1889	0.2187608299
1890	0.2187292381
1891	0.2186802078
1892	0.218650114
1893	0.2186197643
1894	0.218598117
1895	0.2185511091
1896	0.2185122835
1897	0.2184916475
1898	0.2184355426
1899	0.2184035355
1900	0.2183820981
1901	0.2183434612
1902	0.2183033599
1903	0.218244792
1904	0.2182186467
1905	0.2181716094
1906	0.2181356329
1907	0.2180908992
1908	0.2180712493
1909	0.2180336363
1910	0.2179884662
1911	0.217948772
1912	0.2179107603
1913	0.2178718843
1914	0.2178402673
1915	0.2177955631
1916	0.2177611348
1917	0.2177039432
1918	0.217654061
1919	0.2176126045
1920	0.2176024585
1921	0.2175807064
1922	0.2175460725
1923	0.217505237
1924	0.2174740186
1925	0.2174227014
1926	0.2173994933
1927	0.2173504042
1928	0.2173100092
1929	0.2172696604
1930	0.2172346069
1931	0.2171921643
1932	0.2171612649
1933	0.2171375071
1934	0.2171084917
1935	0.217080798
1936	0.2170270765
1937	0.2169979981
1938	0.2169574437
1939	0.2169260324
1940	0.2168739053
1941	0.2168310725
1942	0.2167969421
1943	0.2167521246
1944	0.2167144066
1945	0.2166684561
1946	0.21662825
1947	0.2165957351
1948	0.2165514756
1949	0.2165024704
1950	0.2164845828
1951	0.216435993
1952	0.216388918
1953	0.2163592354
1954	0.2163178585
1955	0.2162626768
1956	0.2162209895
1957	0.2161685142
1958	0.216120772
1959	0.2160882823
1960	0.216045269
1961	0.2160115037
1962	0.2159718388
1963	0.2159541149
1964	0.2159074301
1965	0.2158557856
1966	0.2158169095
1967	0.2157821708
1968	0.2157309459
1969	0.2156866612
1970	0.2156506552
1971	0.2156199908
1972	0.2155974205
1973	0.2155682582
1974	0.215523856
1975	0.2154953945
1976	0.215450686
1977	0.2154026837
1978	0.2153786867
1979	0.2153330005
1980	0.2153128765
1981	0.2152745249
1982	0.2152268289
1983	0.2152027522
1984	0.2151513217
1985	0.2151085728
1986	0.21506266
1987	0.2150405638
1988	0.2150068573
1989	0.2149740948
1990	0.2149419366
1991	0.2149055614
1992	0.2148675749
1993	0.2148337551
1994	0.2147773356
1995	0.2147334789
1996	0.2147058607
1997	0.2146680715
1998	0.2146381287
1999	0.2146143709
